"cjis_code","statue_code","code_type","literal","toc","summary_code","hierarchy"
52401,"12700 (B)(3)",HS,"POSSESS DANGEROUS F/WORKS NOT LE",M,60,98300
52138,"12702 (A)",HS,"SELL/ETC DANGEROUS FIREWORKS TO M",M,60,98400
52139,"12702 (B)",HS,"SELL/ETC DANGEROUS FIREWORKS:7500",F,25,74100
52223,"12702 (B)",HS,"SELL/ETC DANGEROUS FIREWORKS:MIN",M,60,98300
52341,"12702 (C)",HS,"SELL/ETC 7500 GRAINS OR MORE DANG",M,60,98300
52228,"12702 (C)",HS,"SELL/ETC 7500 GRAINS OR MORE DANG",F,25,74100
52082,"12711",HS,"ILLEGAL SALE OF FIREWORKS (REPEALED",M,60,177100
52083,"12750",HS,"SALE/ETC UNCLASSED FIREWORKS (REP",M,60,165600
52084,"12751",HS,"GIVE UNLICENSED ONE FIREWORKS (REP",M,60,165700
52085,"12752",HS,"POSSESS FIREWORKS ILLEGALLY (REPEA",M,60,149600
52086,"12753",HS,"POSSESS UNMARKED FIREWORKS (REPE",M,60,165800
52087,"12756",HS,"TRANSPORT DANGEROUS FIREWORKS (R",M,60,166000
52088,"12757",HS,"USE FIREWORKS IN PUBLIC GARAGE (RE",M,60,166100
52089,"12758",HS,"SELL FIREWORKS TO ONE W/O PERMIT",M,60,166600
52090,"12759",HS,"ILLEGAL SALE OF FIREWORKS (REPEALED",M,60,166700
52091,"12760",HS,"RUBBISH NEAR FIREWORKS (REPEALED)",M,60,166800
52407,"12761",HS,"USE/POSSESSES FLAMETHROWING DEV",M,50,92500
52406,"12761",HS,"USE/POSSESSES FLAMETHROWING DEV",F,19,42200
54562,"12814.6 (B)(1)(A)",VC,"PROVISIONAL DRIVER RESTRICTIONS/DR",I,74,173300
54563,"12814.6 (B)(1)(B)",VC,"PROVISIONAL DRIVER RESTRICTIONS/NO",I,74,173300
54441,"12815 (A)",VC,"LICENSE LOST/ETC:FAIL TO DESTROY OR",I,74,173300
54140,"12951 (A)",VC,"DRIVE WITHOUT VALID LICENSE",I,74,173300
48106,"12951 (B)",VC,"REFUSE TO PRESENT DRIVER'S LICENSE T",M,74,173300
55046,"13000",HS,"FAILURE TO PREVENT FIRE FROM SPREA",M,60,150000
55060,"13001",HS,"THROW BURNING MATERIAL",M,60,149900
55061,"13002",HS,"THROW FLAMING SUBSTANCE FROM VE",M,60,174700
55062,"13002 (A)",HS,"THROW FLAMING SUBSTANCE FROM VE",M,60,174700
26524,"13004 (A)",VC,"DISPLAY/POSSESS FAKE/ETC IDENTIFICA",M,60,162500
26525,"13004 (B)",VC,"LEND/ALLOW USE OF IDENTIFICATION C",M,60,162500
26526,"13004 (C)",VC,"DISPLAY/ETC UNAUTHORIZED IDENTIFIC",M,60,162500
26527,"13004 (D)",VC,"PERMIT UNLAWFUL USE OF IDENTIFICAT",M,60,162500
26528,"13004 (E)",VC,"UNLAWFUL USE/ETC OF IDENTIFICATION",M,60,162500
26529,"13004 (F)",VC,"DUPLICATE/POSSESS/ETC IDENTIFICATIO",M,60,162500
26530,"13004 (G)",VC,"ALTER IDENTIFICATION CARD WITHOUT",M,60,162500
26560,"13004.1 (A)",VC,"MANUFACTURE/ETC PROHIBITED IDENT",M,60,173900
48040,"13006",HS,"ILLEGAL CONDUCT AT FIRE (REPEALED)",M,30,102000
61006,"13095",UI,"FALSE/FRAUDULENT/UNFILED TAX RETU",F,25,73300
26144,"13098",UI,"FAILURE TO WITHHOLD/PAY OVER TAX",M,32,92100
55254,"13272 (A)",WC,"FAIL TO NOTIFY OFFICE OF EMERGENCY",M,60,101120
50097,"13304",PC,"UNAUTHORIZED PERSON RECEIVE/ETC C",M,60,97410
55125,"13376",WC,"FAIL TO REPORT/ETC DISCHARGED/ETC",M,60,101120
55249,"13387 (A)(5)",WC,"POLLUTE SEWER SYSTEM WITH HAZARD",M,60,101120
55248,"13387 (A)(5)",WC,"POLLUTE SEWER SYSTEM WITH HAZARD",F,25,66900
55256,"13387 (E)",WC,"KNOWINGLY FALSIFIES TAMPER WITH R",F,25,77825
31146,"13413 (D)",BP,"FALSE ADVERTISEMENT OF PETROLEUM",M,32,111205
26086,"13800",WI,"ILLEGALLY OBTAIN AID (REPEALED)",M,32,111700
31070,"14010",FA,"SELL/ETC RESTRICTED MATERIAL TO PER",M,60,168300
26096,"14014",WI,"FALSE ELIGIBILITY DECLARATION (AMEN",M,32,109400
26097,"14014",WI,"FALSE ELIGIBILITY DECLARATION (AMEN",F,9,53900
26397,"14014 (A)",WI,"FALSIFY ELIGIBILITY FOR HEALTH CARE A",F,9,47235
26396,"14014 (A)",WI,"FALSIFY ELIGIBILITY FOR HEALTH CARE A",M,32,91720
26172,"14023",WI,"FAIL GIVE NOTICE OF OTHER HEALTH CA",M,32,109500
26362,"14023 (A)",WI,"FAIL TO DISCLOSE OTHER HEALTH CARE",M,32,109500
26239,"14025",WI,"PURCHASE/ETC MEDI-CAL CARD/ETC",F,9,46091
26376,"14025 (A)",WI,"BUY/ETC MEDI-CAL CARD/ETC",F,9,46091
26092,"14026",WI,"FURNISH/GIVE/USE MEDI-CAL CARD (AM",M,32,110800
26160,"14026 (A)",WI,"FURNISH/GIVE/LEND MEDI-CAL CARD TO",M,32,110800
26122,"14026 (B)",WI,"MISREPRESENT AS MEDI-CAL BENEFICIA",M,32,110800
47005,"14029.5 (A)(1)(2)",PC,"POST/PRIVATE ENTITY SHALL NOT POST",M,60,142700
47004,"14029.5 (A)(1)(3)",PC,"POST WRAP PERSONAL ID ON INTERNET",M,60,97410
26100,"14107",WI,"PRESENT/ETC FALSE/FRAUDULENT INFO",F,9,46090
26632,"14107 (B)(1)",WI,"WITH INTENT TO DEFRAUD MEDI-CAL",M,32,112400
26622,"14107 (B)(1)",WI,"WITH INTENT TO DEFRAUD MEDI-CAL",F,9,14720
26258,"14107.2",WI,"SOLICIT/OFFER/ETC KICKBACK/ETC:AID",F,25,53200
26173,"14107.2 (A)",WI,"SOLICIT/RECEIVE KICKBACK/BRIBE/ETC",F,25,75900
26260,"14107.2 (B)",WI,"OFFER/ETC KICKBACK/ETC FOR AID/ETC",F,25,75900
31088,"14166",PC,"VIOLATIONS OF MONETARY TRANSACTI",F,25,72800
31094,"14166 (C)",PC,"VIOLATIONS OF MONETARY TRANSACTI",F,25,72800
26153,"14403",BP,"POSSESS/ETC TRADE NAME ITEM W/INT",M,32,111000
26604,"14591 (B)(1)(F)",PR,"UNLAWFUL RECYCLING:OUT-OF-STATE C",I,32,174500
26605,"14591 (B)(1)(F)(2)",PR,"UNLAW RECYC:EXCEED $400",F,9,56000
26606,"14591 (B)(1)(F)(2)",PR,"UNLAW RECYC:EXCEED $400",M,32,100410
26607,"14591 (B)(1)(F)(2)",PR,"UNLAWFUL RECYCLING:EQUALS OR IS L",M,32,116000
54305,"14600 (A)",VC,"FAIL TO NOTIFY DMV OF ADDRESS CHAN",I,74,173300
54060,"14601",VC,"DRIVE WITH SUSPENDED LICENSE",M,74,173300
54004,"14601 (A)",VC,"DRIVE WHILE LICENSE SUSPENDED/REV",M,74,173300
54083,"14601.1 (A)",VC,"DRIVE WHILE LICENSE SUSPENDED/REV",M,74,173300
54062,"14601.2",VC,"DRIVE WHILE LICENSE SUSPENDED FOR",M,74,173300
54108,"14601.2 (A)",VC,"DRIVE WHILE LICENSE SUSPENDED/REV",M,74,173300
54082,"14601.2 (B)",VC,"DRIVE WHILE LICENSE RESTRICTED FOR",M,74,173300
54084,"14601.3 (A)",VC,"HABITUAL TRAFFIC OFFENDER:DRIVE:LIC",M,74,173300
54202,"14601.4 (A)",VC,"DRIVE WITH REVOKED/SUSPENDED LICE",M,74,89150
54085,"14601.5 (A)",VC,"DRIVE W/LICENSE SUSPENDED/REVOKE",M,74,173300
54482,"14601.5 (B)",VC,"DRIVE W/LICENSE SUSPENDED/ETC:DRIV",M,74,173300
54150,"14603",VC,"OPERATE VEHICLE:VIOLATE LICENSE RES",I,74,173300
54017,"14604 (A)",VC,"OWNER ALLOW UNLICENSED DRIVER TO",M,74,173300
54416,"14606 (A)",VC,"HIRE/ETC UNLICENSED DRIVER",I,74,173300
54325,"14607",VC,"ALLOW UNLICENSED MINOR TO DRIVE",I,74,173300
26506,"14610",VC,"UNLAWFUL USE/ETC OF DRIVER'S LICEN",M,60,162400
26568,"14610 (A)(1)",VC,"UNLAWFUL USE/ETC OF DRIVER LICENS",M,60,162400
26569,"14610 (A)(2)",VC,"UNLAWFUL TO LEND DRIVER LICENSE TO",M,60,162400
54485,"14610 (A)(3)",VC,"UNLAWFUL DISPLAY/REPRESENT ANOTH",M,60,162400
26571,"14610 (A)(7)",VC,"UNLAWFUL DUPLICATE/REPRODUCE DR",M,60,162400
54486,"14610 (A)(8)",VC,"UNLAWFUL ALTER AUTHORIZED DRIVER",M,60,162400
26542,"14610.1 (A)",VC,"MANUFACTURE/SELL IDENTIFICATION S",M,60,162400
54375,"14610.5 (A)(2)",VC,"IMPERSONATE FOR CDL/ETC",M,60,162400
54345,"15250 (A)",VC,"DRIVE WITHOUT COMMERCIAL VEHICLE",I,74,173300
54438,"15275 (A)",VC,"NO COMMERCIAL VEHICLE LICENSE/ETC",I,74,173300
54635,"15309.5 (A)",VC,"SELL/USE CRIB SHEET FOR COMMERCIA",M,60,162400
54634,"15309.5 (A)",VC,"SELL/USE CRIB SHEET FOR COMMERCIA",I,60,173300
54545,"15620 (A)",VC,"CHILD 6 AND UNDER ALONE IN VEHICLE",I,74,173300
55262,"15630 (H)",WI,"FAILURE TO REPORT ELDER ABUSE:RESU",M,60,99300
55261,"15630 (H)",WI,"FAIL TO REPORT ELDER/DEPENDENT AD",M,60,147800
55185,"15656 (A)",WI,"ALLOW/ETC ELDER/DEPENDENT ADULT",F,6,21900
55247,"15656 (B)",WI,"ELDER/DEPENDENT ADULT ABUSE:ENDA",M,30,102500
54018,"16020 (A)",VC,"FAIL TO CARRY EVIDENCE OF FINANCIAL",I,74,173300
54102,"16025 (A)",VC,"FAIL TO PROVIDE ID/VEH DATA/FINANC",I,74,173300
54101,"16028 (A)",VC,"FAIL PROVIDE EVIDENCE:FINANCIAL RES",I,74,173300
54136,"16028 (A)",VC,"PROVIDE FALSE EVIDENCE OF FINANCIA",M,74,173300
54354,"16028 (C)",VC,"NO PROOF OF FINANCIAL RESPONSIBILIT",I,74,173300
54326,"16030 (A)",VC,"PROVIDE FAKE EVID:INS/ETC",M,74,172100
31104,"16240",BP,"ENGAGE IN BUSINESS/ETC TRADE W/O",M,60,146800
31037,"17044",BP,"UNFAIR TRADE PRACTICE",M,32,111100
31272,"17200",FC,"ENGAGE IN BUSINESS WITHOUT LICENS",M,32,92800
26090,"17410",WI,"FRAUDULENTLY BUY/ETC WELFARE VOU",F,9,79500
31090,"17414",FC,"VIOLATIONS OF ESCROW REGULATIONS",M,32,92800
31172,"17414 (A)(1)",FC,"DISBURSE/ETC ESCROW FUNDS VIOLATI",M,32,92800
31108,"17414 (A)(2)",FC,"AGENT/ETC WITHHOLD/ETC FACTS PERT",M,32,92800
31109,"17414 (B)",FC,"AGENT/ETC MISAPPROPRIATE ESCROW",F,9,25918
31110,"17414 (C)",FC,"FAIL TO FILE REPORT OF MISAPPROPRIA",M,32,92800
31039,"17500",BP,"FALSE/ETC ADVERTISING",M,32,111400
52570,"17500",PC,"POSSESS DEADLY WEAPON WITH INTEN",M,50,120200
31095,"17500.3 (B)",BP,"FALSE PRETENSES:MAKE SALE/ETC",M,32,111400
52625,"17505",PC,"ADVERTISE UNLAWFUL WEAPON/ETC",M,50,121100
52482,"17510 (A)(1)",PC,"PROHIBITED ACTS/PICKETING:F/ARM",M,50,120120
52483,"17510 (A)(2)",PC,"PROHIBITED ACTS:LOADED F/ARM",M,50,120120
52484,"17510 (A)(3)",PC,"CARRY DEADLY WPN:PICKETING/ETC",M,50,120400
26315,"17511.12 (A)",BP,"TELEPHONIC SELLER FAIL TO MAINTAIN",F,9,53100
26228,"17511.3",BP,"FAILURE TO REGISTER AS TELEPHONIC S",F,25,74900
26314,"17511.3 (A)",BP,"FAILURE TO REGISTER AS TELEPHONIC S",F,25,74900
26229,"17511.8",BP,"SOLICIT PURCHASER FOR UNREGISTERE",M,60,147100
26210,"17511.9",BP,"ENGAGE IN FRAUD TELEMARKET SALES",F,9,53100
52547,"17512",PC,"PERMIT PERSON TO CARRY OR BRING FI",M,50,120400
31252,"17538 (A)",BP,"FAIL TO PROVIDE GOODS/SERVICE REFU",M,60,163400
31250,"17538.5 (C)",BP,"CMRA VIOLATE PRIVATE MAILBOX SERV",M,60,163400
31065,"17540.8",BP,"TRAVEL AGENT FAIL TO SUPPLY WRITTE",M,60,151500
31243,"17550.14 (A)",BP,"TRAVEL SERVICE FAIL TO REIMBURSE",M,60,99500
31244,"17550.14 (A)",BP,"TRAVEL SERVICE FAIL TO REIMBURSE",F,25,67500
23151,"17551 (A)",FA,"MARK/ETC STOLEN BOVINE/ETC",F,9,25400
23143,"17551 (B)",FA,"ALTER/ETC BRAND/ETC:STOLEN BOVINE",F,9,25400
31276,"17577.2 (B)",BP,"UNLAWFUL ACT BY SALESPERSON",M,60,163400
31277,"17577.3 (B)",BP,"WATER TREATMENT DEVICE VIOLATION",M,60,163400
55260,"17995",HS,"VIOLATE STATE BUILDING STANDARD CO",M,60,163400
59013,"18100",EL,"VOTER REGISTRATION VIOLATION",M,60,101150
59012,"18100",EL,"VOTER REGISTRATION VIOLATION",F,25,76300
59018,"18101",EL,"REGISTRATION OF FICTITIOUS PERSON",M,60,101150
59017,"18101",EL,"REGISTRATION OF FICTITIOUS PERSON",F,25,76300
59022,"18201",EL,"MAKE OR DEFACE NOMINATION PAPER",F,25,76600
59023,"18203",EL,"FALSE FILING DECLARATION OF CANDID",F,25,76600
59025,"18560 (B)",EL,"VOTE/ATTEMPT TO VOTE MORE THAN O",M,60,101150
59024,"18560 (B)",EL,"VOTE/ATTEMPT TO VOTE MORE THAN O",F,25,76300
59010,"18560 (C)",EL,"ATTEMPT TO IMPERSONATE VOTER",F,25,76500
59011,"18560 (C)",EL,"ATTEMPT TO IMPERSONATE VOTER",M,60,101150
59021,"18611",EL,"FALSE CIRCULATE RECALL PETITION WIT",M,60,101150
59020,"18611",EL,"FALSE CIRCULATE RECALL PETITION WIT",F,25,76600
59014,"18613",EL,"USE FICTITIOUS NAME ON RECALL PETIT",F,25,20900
59016,"18660",EL,"FALSE AFFIDAVIT ON PETITION/ETC",F,25,76600
59015,"18660",EL,"FALSE AFFIDAVIT ON PETITION/ETC",M,60,101150
52562,"18710 (A)",PC,"POSSESS DESTRUCTIVE DEVICE",M,50,92500
52563,"18710 (A)",PC,"POSSESS DESTRUCTIVE DEVICE",F,19,42200
52622,"18715 (A)(1)",PC,"RECKLESS POSS EXPLOSIVE/DEVICE ON P",F,6,12700
52648,"18715 (A)(2)",PC,"RECKLESS POSSESSION EXPLOSIVE IN OR",F,6,12700
52647,"18715 (A)(3)",PC,"RECKLESS POSS EXPLOSIVE/DESTRUCTIV",F,6,12700
52500,"18715 (A)(5)",PC,"RECKLESSLY POSS EXPLOSIVE/DESTRUCT",F,6,12700
52588,"18720",PC,"MAKE DESTRUCTIVE DEVICE W/O PERM",F,19,15900
52626,"18725 (A)",PC,"CARRY EXPLOSIVE/ETC/DEVICE ON COM",F,6,12700
52627,"18725 (B)",PC,"PLACE/ETC EXPLOSIVE/ETC/DEVICE IN B",F,6,12700
52628,"18725 (C)",PC,"PLACE EXPLOSIVE/ETC/DEVICE:BAGGAG",F,6,12700
52629,"18730",PC,"SELL/ETC/TRANSPORT EXPLOSIVE/ETC D",F,19,15800
52630,"18740",PC,"USE/ETC EXPLOSIVE/ETC DEVICE WITH I",F,6,7300
52506,"18755 (A)",PC,"DESTRUCTIVE DEVICE/EXPLOSIVE CAUSI",F,1,1700
52507,"18755 (B)",PC,"DESTRUCTIVE DEVICE/EXPLOSIVE CAUSI",F,6,1800
31170,"18848",FA,"SELL UNINSPECTED LIVESTOCK/ETC",M,60,101100
31171,"18848",FA,"SELL UNINSPECTED LIVESTOCK/ETC WIT",F,9,54900
55269,"18871.4 (A)",HS,"UNLAWFUL PERMIT SEWAGE LEAK FROM",M,60,172100
26089,"18910",WI,"VIOLATE FOOD STAMP ACT [$200 OR LE",M,32,112400
26095,"18910",WI,"VIOLATE FOOD STAMP ACT [OVER $200",F,9,26600
31210,"19049",BP,"UNLICENSED BUSINESS:HOME FURNISH",I,60,175890
52635,"19100",PC,"CARRY CONCEALED EXPLOSIVE SUBSTAN",M,50,92500
52634,"19100",PC,"CARRY CONCEALED EXPLOSIVE SUBSTAN",F,19,62200
52539,"19200 (A)",PC,"MFG/SALE/POSS METAL MILITARY PRAC",M,50,92500
52538,"19200 (A)",PC,"MFG/SALE/POSS METAL MILITARY PRAC",F,19,62200
61021,"19401",RT,"FALSE/FRAUDULENT/UNFILED TAX RETU",M,60,93200
61025,"19401 (A)",RT,"FALSE/FRAUDULENT/UNFILED TAX RETU",M,60,93200
61005,"19405",RT,"SUBMIT FALSE RETURN/ETC (REPEALED",F,25,80200
61028,"19405 (A)(1)",RT,"MAKE/ETC FALSE RETURN/ETC VERIFIED",F,25,80200
61020,"19406",RT,"FALSE/FRAUDULENT/UNFILED TAX RETU",F,25,73500
61029,"19409",RT,"FAIL TO WITHHOLD/PAY OVER TAXES W",M,32,92110
39052,"19572",BP,"ENTER HORSE RACE AREA AFTER EXCLU",M,60,151000
39041,"19574",BP,"ENTER HORSE RACE ENCLOSURE AFTER",M,60,151000
61035,"19701 (A)",RT,"FILE FALSE/ETC STATE TAX RET/ETC",M,60,93300
61032,"19705 (A)(1)",RT,"MAKE/ETC FALSE RETURN/ETC WITH PE",F,25,73500
61030,"19706",RT,"BANK SUBMIT FAKE UNFILE RETURN:EVA",F,25,73502
61037,"19721 (A)(1)",RT,"WILLFUL INTENT TO DEFRAUD TAX REFU",F,25,73500
52573,"19910",PC,"SALE MINOR BB DEVICE",M,50,121600
23107,"19911",EC,"WILLFUL DETENTION OF PROPERTY",M,60,167900
52572,"19915",PC,"FURNISH MINOR WITH BB DEVICE",M,50,121700
39078,"19921 (A)",BP,"-21 NOT PERMITTED IN GAMBLING ESTA",M,55,137500
39054,"19932 (A)(1)",BP,"UNDER 21 GAME ROOM VIOLATION (RE",M,55,137500
31274,"19940",BP,"KNOWINGLY RE-ENTER GAMBLING ESTA",M,55,137500
39069,"19941(A)(1)",BP,"UNDER 21:GAME ROOM VIOLATION",M,55,137500
54037,"20001",VC,"HIT AND RUN RESULTING IN DEATH OR",F,21,63200
54539,"20001 (A)",VC,"HIT AND RUN RESULTING IN INJURY OR",M,52,89300
54069,"20001 (A)",VC,"HIT AND RUN RESULTING IN DEATH OR",F,21,63200
54070,"20001 (B)(1)",VC,"HIT AND RUN RESULTING IN INJURY",F,21,63200
54526,"20001 (B)(1)",VC,"HIT AND RUN RESULTING IN INJURY",M,52,89300
54071,"20001 (B)(2)",VC,"HIT AND RUN RESULTING IN PERMANEN",F,21,21580
54527,"20001 (B)(2)",VC,"HIT AND RUN RESULTING IN PERMANEN",M,52,81800
54056,"20002",VC,"HIT AND RUN",M,52,122400
54038,"20002 (A)",VC,"HIT AND RUN:PROPERTY DAMAGE",M,52,122400
54074,"20002 (A)(1)",VC,"HIT & RUN PROPERTY DAMAGE:LOCATE",M,52,122400
54073,"20002 (A)(2)",VC,"HIT & RUN PROPERTY DAMAGE:NOTIFY",M,52,122400
54063,"20002 (B)",VC,"HIT AND RUN BY RUNAWAY VEHICLE:PR",M,52,122400
54356,"20003 (A)",VC,"DRIVER FAIL TO PROVIDE INFORMATION",M,74,101130
54501,"20006",VC,"ACCIDENT:DRIVER WITHOUT LICENSE O",I,74,173300
54384,"20008 (A)",VC,"FAIL TO REPORT ACCIDENT RESULTING I",I,74,173300
52497,"20010",PC,"KNOWINGLY MFG/SELL/POSSESS/ BLOW",M,50,121800
26597,"20085 (A)(1)",GC,"KNOWINGLY FAIL TO DISCLOSE MATERIA",M,32,91720
52650,"20110 (A)",PC,"ASSEMBLE/PLACE/ETC BOOBYTRAP",F,6,14600
52651,"20110 (B)",PC,"POSSESS BOOBYTRAP DEVICE W/INTENT",F,6,39200
52481,"20150 (A)",PC,"ALTER/CHANGE/ETC IMITATION FIREAR",M,50,121200
52571,"20155",PC,"MANUFACTURE/IMPORTER FAIL TO COM",M,50,121200
52636,"20170 (A)",PC,"DISPLAY/EXPOSE IN PUBLIC PLACE IMITA",M,30,102250
52623,"20170 (A)",PC,"DISPLAY/EXPOSE IN PUBLIC PLACE IMITA",I,30,173300
52523,"20310",PC,"MANUFACTURE/SALE/POSSESS/ETC AIR",M,50,92500
52522,"20310",PC,"MANUFACTURE/SALE/POSSESS/ETC AIR",F,19,62200
52520,"20410",PC,"MANUFACTURE/SALE/POSSESS/ETC BEL",F,19,62200
52521,"20410",PC,"MANUFACTURE/SALE/POSSESS/ETC BEL",M,50,92500
52525,"20510",PC,"MANUFACTURE/SALE/POSSESS/ETC CAN",M,50,92500
52524,"20510",PC,"MANUFACTURE/SALE/POSSESS/ETC CAN",F,19,62200
52535,"20610",PC,"MANUFACTURE/SALE/POSSESS/ETC LIPS",M,50,92500
52534,"20610",PC,"MANUFACTURE/SALE/POSSESS/ETC LIPS",F,19,62200
52545,"20710",PC,"MANUFACTURE/SALE/POSSESS/ETC SHO",M,50,92500
52544,"20710",PC,"MANUFACTURE/SALE/POSSESS/ETC SHO",F,19,62200
52450,"20810 (A)",PC,"MFG/ETC UNDETECTABLE KNIVES",M,50,121800
52556,"20910",PC,"MANUFACTURE/SALE/POSSESS/ETC WR",F,19,62200
52557,"20910",PC,"MANUFACTURE/SALE/POSSESS/ETC WR",M,50,92500
54137,"21100.3",VC,"FAIL TO OBEY TRAFFIC REGULATOR",I,74,173510
54317,"21106 (B)",VC,"CROSS WHERE SIGN INDICATES CROSSW",I,74,173300
52514,"21110",PC,"MANUFACTURE/SALE/POSSESS/ETC BAL",F,19,62200
52515,"21110",PC,"MANUFACTURE/SALE/POSSESS/ETC BAL",M,50,92500
54548,"21113 (A)",VC,"TRESPASS WITH VEHICLE ETC:PUBLIC GR",I,74,173300
54420,"21116 (A)",VC,"DRIVE ON LEVEE/ETC W/O RIGHT OF WA",I,74,173300
42089,"21200.5",VC,"RIDING BICYCLE UNDER INFLUENCE OF A",M,74,173300
54012,"21201",VC,"OPERATE A BICYCLE WITHOUT BRAKES",I,74,173300
54626,"21201 (A)",VC,"OPERATE BICYCLE WITHOUT BRAKES",I,74,173300
54415,"21201 (B)",VC,"BIKE HANDLEBARS ABOVE SHOULDERS",I,74,173300
54141,"21201 (D)",VC,"BICYCLE HEADLIGHT/REFLECTORS VIOLA",I,74,173300
54591,"21201.3 (B)",VC,"UNAUTHORIZED FLASHING/STEADY BLU",I,74,173300
54019,"21202 (A)",VC,"FAIL TO RIDE BIKE ON RIGHT EDGE OF R",I,74,173300
54454,"21203",VC,"MOTORCYCLE/ETC ATTACH TO VEHICLE",I,74,173300
54465,"21204 (A)",VC,"BIKE OPERATOR NOT SEATED",I,74,173300
54403,"21204 (B)",VC,"BIKE PASSENGER NOT SEATED",I,74,173300
54382,"21205",VC,"FAIL TO OPERATE BIKE WITH AT LEAST O",I,74,173300
54592,"21208 (A)",VC,"FAILURE TO RIDE IN BIKE LANE",I,74,173300
54386,"21209",VC,"MOTOR VEHICLE IN BIKE LANE",I,74,173300
54157,"21210",VC,"BIKE PARKING/ETC",I,74,173300
54302,"21212 (A)",VC,"FAIL TO WEAR APPROVED HELMET ON B",I,74,173300
42094,"21221.5",VC,"OPERATE MOTOR SCOOTER UNDER INF",M,74,173300
54586,"21223 (A)(1)",VC,"OPERATE MOTOR SCOOTER:DARK HIGH",I,74,173300
54587,"21223 (A)(2)",VC,"OPERATE MOTOR SCOOTER:DARK HIGH",I,74,173300
54588,"21223 (A)(3)",VC,"OPERATE MOTOR SCOOTER:DARK HIGH",I,74,173300
54519,"21228 (A)",VC,"FAIL TO OPERATE MOTOR SCOOTER:RIG",I,74,173300
54573,"21235 (A)",VC,"OPERATE MOTOR SCOOTER WITHOUT B",I,74,173300
54520,"21235 (B)",VC,"OPERATE MOTOR SCOOTER ON HWY W",I,74,173300
54460,"21235 (C)",VC,"OPERATE MOTORIZED SCOOTER W/O A",I,74,173300
54597,"21235 (D)",VC,"OPERATE MOTORIZED SCOOTER WHEN",I,74,173300
54624,"21235 (D)",VC,"OPERATE MOTORIZED SCOOTER W/O V",I,74,173300
54639,"21235 (E)",VC,"OPERATE MOTORIZED SCOOTER WITH A",I,74,173300
54625,"21235 (G)",VC,"OPERATE MOTOR SCOOTER ON SIDEWA",I,74,173300
52565,"21310",PC,"CARRY CONCEALED DIRK OR DAGGER",M,50,92500
52564,"21310",PC,"CARRY CONCEALED DIRK OR DAGGER",F,19,62200
54224,"21367 (B)",VC,"FAIL TO OBEY CONSTRUCTION SITE TRA",I,74,173300
54505,"21367 (C)",VC,"FAILURE TO OBEY WARNING DEVICE",I,74,173300
42083,"21407.1 (A)",PU,"OPERATE AIRCRAFT UNDER INFLUENCE",M,60,84400
54133,"21451 (A)",VC,"GREEN LIGHT:U-TURN/YIELD VIOLATION",I,74,173300
54447,"21451 (B)",VC,"GREEN ARROW VIO:U-TURN/YIELD/ETC",I,74,173300
54448,"21451 (C)",VC,"GREEN SIGNAL VIO:PEDESTRIAN",I,74,173300
54593,"21452 (B)",VC,"PEDESTRIAN FAIL RESPOND TO SIGNAL O",I,74,173300
54098,"21453 (A)",VC,"FAIL STOP LIMIT LINE/CROSS WALK AT R",I,74,173300
54372,"21453 (B)",VC,"TURN ONTO ONEWAY STREEET AT RED",I,74,173300
54373,"21453 (C)",VC,"FAIL TO STOP AT LINE AT RED LIGHT",I,74,173300
54153,"21453 (D)",VC,"PEDESTRIAN AGAINST RED LIGHT/ETC",I,74,173300
54455,"21454 (C)",VC,"DRIVER FAIL TO OBEY RED SIGNAL LANE",I,74,173300
54522,"21456.2 (A)",VC,"BICYCLE OPERATORS SHALL OBEY VEHIC",I,74,173300
54122,"21457 (A)",VC,"FAIL TO STOP FOR FLASHING RED LIGHT",I,74,173300
54169,"21460 (A)",VC,"VEHICLE CROSS DOUBLE SOLID LINE",I,74,173300
54439,"21460 (B)",VC,"SOLID/BROKEN DOUBLE LINES VIOL",I,74,173300
54146,"21461 (A)",VC,"DRIVER FAIL TO OBEY SIGNS/SIGNALS",I,74,173300
54112,"21461.5",VC,"PEDESTRIAN FAIL TO OBEY TRAFFIC SIGN",I,74,173300
54476,"21462",VC,"ALL TRAFFIC/ETC OBEY TRAFFIC CONTRO",I,74,173300
54064,"21464 (C)",VC,"INTERFERE WITH TRAFFIC DEVICE:DEAT",F,6,39900
54600,"21465",VC,"UNAUTHORIZED DISPLAY/PLACE TRAFFI",I,74,173300
52464,"21510 (A)",PC,"POSSESS SWITCHBLADE IN VEHICLE",M,50,120600
52592,"21510 (B)",PC,"CARRY SWITCHBLADE KNIFE ON PERSON",M,50,120600
52593,"21510 (C)",PC,"SELL/TRANSFER/GIVE/ETC SWITCHBLAD",M,50,120600
31122,"21606 (A)",BP,"JUNK DEALER/ETC FAIL TO KEEP RECORD",M,60,151410
31260,"21606 (A)(1)",BP,"JUNK DEALER/RECYCLER:FALSE STATEM",M,60,151410
31261,"21606 (A)(2)",BP,"JUNK DEALER/RECYCLER:FALSE DMV INF",M,60,151410
31262,"21606 (A)(3)",BP,"JUNK DEALER/RECYCLER:FALSE NAME/A",M,60,151410
31263,"21606 (A)(4)",BP,"JUNK DEALER/RECYCLER:FALSE DESCRIP",M,60,151410
31264,"21606 (A)(5)",BP,"JUNK DEALER:FALSE SIGNED TRANSFER",M,60,151410
